IDREF,Year_Reference,languages_Chinese,languages_English,languages_French,languages_Hindi,languages_Spanish,skill_SocialSciences,skill_Art,skill_Technology,missing_language,missing_skill,grade,exam_score,ProfileType,school,major,citizen_cntry,previous_degree,ethnicity,previous_state,male_gender,international,year_birth
1640,2015,0,0,0,0,0,0,0,0,1,1,3.1900001,650,Unknown,BOSTONCOLLEGE,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1986
1641,2015,0,0,0,0,0,0,0,0,1,1,3.5150001,620,Others,VANDERBILTUNIVERSITY,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1642,2015,0,0,0,0,0,0,0,0,1,1,3.4425001,650,Client_oriented,AMHERSTCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,Pennsylvania,0,0,1987
1643,2015,0,0,0,0,0,0,0,0,1,1,3.3952382,640,Investments,INSTTECAUTODEMEXICO(ITAM),Economics,Mexico,BachelorofArts,,NewYork,0,1,1986
1644,2015,0,0,0,0,0,0,0,0,1,1,3.3575001,680,Client_oriented,NORTHCAROLINASTATEUNIVERSITY,Management,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1987
1645,2015,0,0,0,0,0,0,0,0,1,1,3.5225,0,Others,HARVARDUNIVINSTINTRNT'LDEV,History,USA,BachelorofArts,BlackNon-hispanic,Louisiana,0,0,1989
1646,2015,0,0,0,0,0,0,0,0,1,1,3.5560975,700,Investments,TUFTSUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,1,0,1985
1647,2015,0,0,0,0,0,0,0,0,1,1,3.392683,710,Others,TRINITYCOLLEGE,ForeignLanguages,USA,BachelorofArts,WhiteNon-hispanic,NewJersey,1,0,1985
1648,2015,0,0,0,0,0,0,0,0,1,1,3.4000001,670,Others,MIDDLEBURYCOLLEGE,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1649,2015,0,0,0,0,0,0,0,0,1,1,3.5125,670,Unknown,GEORGEWASHINGTONUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1987
1650,2015,0,0,0,0,0,0,0,0,1,1,3.3439023,620,Others,JOHNSHOPKINSUNIVERSITY,ComputerScience,Turkey,BachelorofScience,WhiteNon-hispanic,ForeignCountry,0,1,1986
1651,2015,0,0,0,0,0,0,0,0,1,1,3.3642857,630,Investments,UNIVERSITYMARYLANDCOLLEGEPARK,OtherBusiness,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1652,2015,0,0,0,0,0,0,0,0,1,1,3.4404762,620,Production,SMITHCOLLEGE,ForeignLanguages,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1985
1653,2015,0,0,0,0,0,0,0,0,1,1,3.3599999,620,Others,BARNARDCOLLEGE,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1654,2015,0,0,0,0,0,0,0,0,1,1,3.4849999,700,Investments,MIDDLEBURYCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,1,0,1986
1655,2015,0,0,0,0,0,0,0,0,1,1,3.2121952,580,Client_oriented,CORNELLUNIVERSITY,IndustralRelations,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1986
1656,2015,0,0,0,0,0,0,0,0,1,1,3.4512196,630,Production,UNIVILLINOISURBANA,Marketing,USA,BachelorofScience,BlackNon-hispanic,Illinois,0,0,1987
1657,2015,0,0,0,0,0,0,0,0,1,1,3.3428569,650,Others,GEORGEWASHINGTONUNIVERSITY,OtherHumanities,USA,BachelorofArts,,NewYork,0,0,1987
1658,2015,0,0,0,0,0,0,0,0,1,1,3.0125,650,Unknown,,Economics,France,,WhiteNon-hispanic,ForeignCountry,1,1,1985
1659,2015,0,0,0,0,0,0,0,0,0,1,3.075,0,Production,YALEUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1660,2015,0,0,0,0,0,0,0,0,1,1,3.4073172,660,Client_oriented,TULANEUNIVERSITY,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1661,2015,0,0,0,0,0,0,0,0,1,1,3.1424999,690,Unknown,BATESCOLLEGE,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1986
1662,2015,0,0,0,0,0,0,0,0,1,1,3.3525,630,Unknown,UNITEDSTATESMILITARYACADEMY,OtherScience,USA,BachelorofScience,AsianorPacificIslander,NewJersey,1,0,1984
1663,2015,0,0,0,0,0,0,0,0,1,1,3.6690476,710,Investments,CLAREMONTMCKENNACOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1664,2015,0,0,0,0,0,0,0,0,1,1,3.1075001,0,Client_oriented,UNIVERSITYCONNECTICUT,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,1,0,1987
1665,2015,0,0,0,0,0,0,0,0,1,1,3.5073171,690,Client_oriented,UNIVERSITYMICHIGAN,Economics,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1987
1666,2015,0,0,0,0,0,0,0,0,1,1,3.335,750,Unknown,YALEUNIVERSITY,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1986
1667,2015,0,0,0,0,0,0,0,0,1,1,3.1575,690,Others,TUFTSUNIVERSITY,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1982
1668,2015,0,0,0,0,0,0,0,0,1,1,3.6219513,700,Investments,COLGATEUNIVERSITY,Physics,USA,BachelorofArts,WhiteNon-hispanic,Washington,1,0,1986
1669,2015,0,0,0,0,0,0,0,0,1,1,3.7161291,660,Others,UNIVERSITYOFMANNHEIM,Management,Germany,,WhiteNon-hispanic,ForeignCountry,1,1,1985
1670,2015,0,0,0,0,0,0,0,0,1,1,3.02,670,Others,KEIOUNIV,Accounting,Japan,BachelorofArts,,,1,1,1982
1671,2015,0,1,0,0,0,0,0,0,0,0,3.8724999,720,Investments,JAMESMADISONUNIVERSITY,Marketing,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1984
1672,2015,0,0,0,0,0,0,0,0,1,1,3.6439025,660,Investments,UNIVERSIDADDELPACIFICO,Economics,Peru,BachelorofArts,,NewYork,1,1,1984
1673,2015,0,0,0,0,0,0,0,0,1,1,3.7333333,0,Client_oriented,BROWNUNIVERSITY,IndustralRelations,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1987
1674,2015,0,0,0,0,0,0,0,0,1,1,3.5574999,690,Client_oriented,UNIVERSITYTEXAS,Psychology,USA,BachelorofScience,WhiteNon-hispanic,Texas,0,0,1985
1675,2015,0,0,0,0,0,0,0,0,1,1,3.4549999,730,Unknown,UNIVERSITYPENNSYLVANIA,OtherSocial,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1676,2015,0,0,0,0,0,0,0,0,1,1,3.6875,760,Others,UNIVERSITYSOUTHERNCALIFORNIA,Finance,USA,BachelorofScience,WhiteNon-hispanic,California,1,0,1987
1677,2015,0,0,0,0,0,0,0,0,1,1,3.6932836,720,Others,MICHIGANSTATEUNIVERSITY,FineArts,USA,BachelorofArts,WhiteNon-hispanic,Washington,0,0,1985
1678,2015,0,0,0,0,0,0,0,0,1,1,3.71,730,Production,BOSTONCOLLEGE,Finance,USA,,WhiteNon-hispanic,NewJersey,1,0,1987
1679,2015,0,0,0,0,0,0,0,0,1,1,3.23,0,Others,UNIVERSITYSOUTHERNCALIFORNIA,IndustralRelations,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1680,2015,0,0,0,0,0,0,0,0,1,1,3.392683,690,Client_oriented,RUTGERSSTATEUNIVERSITYRUTGERSCOLLEGE,English,USA,BachelorofScience,AsianorPacificIslander,NewJersey,0,0,1986
1681,2015,0,0,0,0,0,0,0,0,1,1,3.385,700,Production,WASHINGTONUNIVERSITY,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1682,2015,0,0,0,0,0,0,0,0,1,1,3.6025,720,Investments,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,AsianorPacificIslander,Texas,1,0,1986
1683,2015,0,0,0,0,0,0,0,0,1,0,3.4857142,730,Production,HARVARDCOLLEGE,Government,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1983
1684,2015,0,0,0,0,0,0,0,0,1,1,3.4454546,750,Client_oriented,CORNELLUNIVERSITY,IndustralRelations,USA,BachelorofScience,AsianorPacificIslander,NewYork,0,0,1988
1685,2015,0,0,0,0,0,0,0,0,1,1,3.73,730,Others,WILLIAMSCOLLEGE,Mathematics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1686,2015,0,0,0,0,0,0,0,0,1,1,3.47,710,Production,YALEUNIVERSITY,PoliticalScience,Tanzania,BachelorofArts,,ForeignCountry,0,1,1985
1687,2015,0,0,0,0,0,0,0,0,1,1,3.3900001,720,Client_oriented,UNIVCENTRALFLORIDA,SocialWork,USA,,WhiteNon-hispanic,NewYork,0,0,1985
1688,2015,0,0,0,0,0,0,0,0,1,1,3.6500001,700,Others,FUNDUNIVDEGETULIOVARGAS,Finance,USA,BachelorofArts,WhiteNon-hispanic,ForeignCountry,0,0,1988
1689,2015,0,0,0,0,0,0,0,0,1,1,3.5928571,680,Others,GEORGEWASHINGTONUNIVERSITY,IndustrialRelations,USA,BachelorofArts,WhiteNon-hispanic,Arizona,0,0,1986
1690,2015,0,1,0,0,0,1,0,0,0,0,3.635,750,Client_oriented,BOSTONCOLLEGE,Finance,USA,BachelorofScience,WhiteNon-hispanic,Minnesota,1,0,1987
1691,2015,0,0,0,0,0,0,0,0,1,1,3.49,0,Others,NORTHERNILLINOISUNIVERSITY,Engineering,USA,BachelorofScience,AsianorPacificIslander,Illinois,1,0,1986
1692,2015,0,0,0,0,0,0,0,0,1,1,3.6536586,740,Investments,UNIVERSITYWISCONSIN,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewJersey,1,0,1985
1693,2015,0,0,0,0,0,0,0,0,1,1,2.7976191,670,Unknown,UNIVERSITYTEXAS,Management,USA,BachelorofBusinessAdministration,AsianorPacificIslander,Texas,0,0,1989
1694,2015,0,0,0,0,0,0,0,0,1,1,3.4525001,680,Others,BOSTONCOLLEGE,Finance,USA,BachelorofArts,WhiteNon-hispanic,Florida,0,0,1987
1695,2015,0,0,0,0,0,0,0,0,1,1,3.3903227,690,Client_oriented,UNIVERSITYCALIFORNIABERKELEY,Other,USA,BachelorofArts,AsianorPacificIslander,California,0,0,1987
1696,2015,0,0,0,0,0,0,0,0,1,1,3.8525,720,Investments,BOSTONUNIVERSITY,Management,USA,BachelorofScience,WhiteNon-hispanic,Arizona,1,0,1987
1697,2015,0,0,0,0,0,0,0,0,1,0,3.9341464,750,Others,UNIVERSITYPITTSBURGH,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1986
1698,2015,0,0,0,0,0,0,0,0,1,1,3.504878,690,Others,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,Pennsylvania,0,0,1988
1699,2015,0,0,0,0,0,0,0,0,1,1,3.3575001,730,Client_oriented,BOSTONCOLLEGE,Finance,USA,BachelorofScience,WhiteNon-hispanic,Massachusetts,1,0,1984
1700,2015,0,0,0,0,0,0,0,0,1,1,3.607317,720,Client_oriented,,Engineering,Lebanon,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1986
1701,2015,0,0,0,0,0,0,0,0,1,1,3.3658535,750,Client_oriented,WESLEYANUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1987
1702,2015,0,0,0,0,0,0,0,0,1,1,3.6877048,760,Unknown,STANFORDUNIVERSITY,Psychology,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1987
1703,2015,0,0,0,0,0,0,0,0,1,1,3.802439,720,Others,PONTIFICIAURIODEJANEIRO,Engineering,Brazil,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1983
1704,2015,0,0,0,0,0,0,0,0,1,1,3.5325,710,Production,NATLTAIWANUNIV,OtherBusiness,Taiwan,BachelorofBusinessAdministration,,NewJersey,1,1,1983
1705,2015,0,0,0,0,0,0,0,0,1,1,3.4875,720,Client_oriented,UPOLITECNICAMADRID,Engineering,Spain,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1984
1706,2015,0,0,0,0,0,0,0,0,1,1,3.5,680,Unknown,UNIVERSITYPENNSYLVANIA,CommunicationAndJournalism,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1989
1707,2015,0,0,0,0,0,0,0,0,1,1,3.6952381,740,Client_oriented,UNIVERSITYMICHIGAN,BiologicalSciences,USA,BachelorofScience,WhiteNon-hispanic,Virginia,1,0,1983
1708,2015,0,1,0,0,0,0,1,0,0,0,3.3487999,0,Client_oriented,GEORGETOWNUNIV,English,USA,BachelorofArts,WhiteNon-hispanic,Minnesota,1,0,1987
1709,2015,0,0,0,0,0,0,0,0,1,1,3.71,740,Investments,NORTHWESTERNUNIVERSITY,PoliticalScience,India,BachelorofArts,,NewYork,1,1,1987
1710,2015,0,0,0,0,0,0,0,0,1,1,3.5062499,720,Others,BOSTONCOLLEGE,Management,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1987
1711,2015,0,0,0,0,0,0,0,0,1,1,3.905,710,Investments,JOHNSHOPKINSUNIVERSITY,Engineering,USA,BachelorofScience,AsianorPacificIslander,NewJersey,1,0,1987
1712,2015,0,0,0,0,0,0,0,0,1,1,3.6675,760,Client_oriented,UBOMBAY,ComputerScience,India,,,,0,1,1988
1713,2015,0,0,0,0,0,0,0,0,1,1,3.4317074,740,Unknown,NORTHEASTERNUNIVERSITY,Finance,USA,,WhiteNon-hispanic,NewYork,1,0,1985
1714,2015,1,1,0,0,0,0,0,1,0,0,3.6935484,770,Investments,CITYUNIVERSITYOFHONGKONG,Engineering,HongKong,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1985
1715,2015,0,0,0,0,0,0,0,0,1,1,3.425,740,Production,GEORGEWASHINGTONUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,Maine,0,0,1989
1716,2015,0,0,0,0,0,0,0,0,1,1,3.559375,710,Client_oriented,FRANKLIN&MARSHALLCOLLEGE,Mathematics,Jamaica,BachelorofArts,BlackNon-hispanic,NewJersey,1,1,1984
1717,2015,0,0,0,0,0,0,0,0,1,1,3.4124999,730,Others,WASHINGTONUNIVERSITY,Finance,USA,,WhiteNon-hispanic,NewYork,1,0,1987
1718,2015,0,0,0,0,0,0,0,0,1,1,3.4761906,750,Others,WASHINGTONUNIVERSITY,Finance,USA,BachelorofScience,WhiteNon-hispanic,Massachusetts,1,0,1986
1719,2015,0,0,0,0,0,0,0,0,1,1,3.71,660,Unknown,MARISTCOLLEGE,Finance,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1989
1720,2015,0,0,0,0,0,0,0,0,1,1,3.2819672,690,Investments,UNIVERSITYFLORIDA,Finance,USA,BachelorofScience,BlackNon-hispanic,NewYork,0,0,1985
1721,2015,0,0,0,0,0,0,0,0,1,1,3.3025,730,Client_oriented,GEORGEWASHINGTONUNIVERSITY,OtherBusiness,USA,BachelorofBusinessAdministration,,Pennsylvania,1,0,1984
1722,2015,0,0,0,0,0,0,0,0,1,1,3.5238094,710,Others,UNIVERSITYCALIFORNIABERKELEY,Accounting,USA,BachelorofScience,AsianorPacificIslander,California,0,0,1985
1723,2015,0,0,0,0,0,0,0,0,1,1,3.405,0,Client_oriented,LUISS,Law,Italy,MasterofLaw,WhiteNon-hispanic,ForeignCountry,1,1,1984
1724,2015,0,0,0,0,0,0,0,0,1,1,3.615,0,Client_oriented,UNIVERSITYNOTREDAME,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1986
1725,2015,0,0,0,0,0,0,0,0,1,1,3.5599999,720,Others,UNIVERSITYNORTHCAROLINA,OtherBusiness,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,Virginia,0,0,1988
1726,2015,0,0,0,0,0,0,0,0,1,1,3.6675,750,Others,VANDERBILTUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,Florida,1,0,1985
1727,2015,0,0,0,0,0,0,0,0,1,1,3.5682926,770,Client_oriented,POMONACOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1987
1728,2015,0,0,0,0,0,0,0,0,1,1,3.5225,760,Investments,VANDERBILTUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1729,2015,0,1,1,0,0,0,0,1,0,0,3.2853658,700,Others,EXTERNATSAINTEMARIE,OtherHumanities,France,,,NewYork,0,1,1985
1730,2015,0,0,0,0,0,0,0,0,1,1,3.6190476,640,Production,FLORIDAINTERNATIONALUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,Florida,0,0,1985
1731,2015,0,0,0,0,0,0,0,0,1,1,3.3924999,700,Investments,UNIVERSITYPENNSYLVANIA,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,Florida,0,0,1986
1732,2015,0,0,0,0,0,0,0,0,1,1,3.5425,710,Unknown,DUKEUNIVERSITY,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NorthCarolina,0,0,1985
1733,2015,0,0,0,0,0,0,0,0,1,1,3.4066668,710,Production,UPARMA,Psychology,Italy,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1984
1734,2015,0,0,0,0,0,0,0,0,1,1,3.3399999,690,Others,BERNARDMBARUCHCOLLEGE,Finance,USA,BachelorofBusinessAdministration,,NewYork,0,0,1986
1735,2015,0,0,0,0,0,0,0,0,1,1,3.5902438,720,Client_oriented,ATHENSUOFECON&BUS(ASOEE),Management,Greece,BachelorofScience,,NewYork,0,1,1987
1736,2015,0,0,0,0,0,0,0,0,1,1,3.4675,0,Others,UNIVERSITYCONNECTICUT,Management,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1987
1737,2015,0,0,0,0,0,0,0,0,1,1,3.6900001,700,Investments,UNIVERSITYSOUTHCAROLINA,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1986
1738,2015,0,0,0,0,0,0,0,0,1,1,3.845,0,Client_oriented,YALEUNIVERSITY,Music,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1739,2015,0,0,0,0,0,0,0,0,1,1,3.4976192,760,Investments,,Engineering,Singapore,BachelorofArts,,,0,1,1986
1740,2015,0,0,0,0,0,0,0,0,1,1,3.54,740,Others,UNIVERSITYNOTREDAME,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,Massachusetts,0,0,1987
1741,2015,0,0,0,0,0,0,0,0,1,1,3.6724999,720,Client_oriented,COLLEGEWILLIAM&MARYINVA,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1986
1742,2015,0,0,0,0,0,0,0,0,1,1,3.4170732,740,Unknown,UNIVERSITYNORTHCAROLINA,Economics,USA,BachelorofArts,AsianorPacificIslander,NorthCarolina,1,0,1983
1743,2015,0,0,0,0,0,0,0,0,1,1,3.6682928,650,Production,SANTACLARAUNIVERSITY,Marketing,USA,BachelorofScience,BlackNon-hispanic,California,0,0,1986
1744,2015,0,0,0,0,0,0,0,0,1,1,3.7756097,740,Client_oriented,NORTHWESTERNUNIVERSITY,FineArts,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1983
1745,2015,0,0,0,0,0,0,0,0,1,1,3.4804878,740,Client_oriented,CARNEGIE-MELLONUNIVERSITY,Economics,USA,BachelorofScience,AsianorPacificIslander,NewYork,1,0,1987
1746,2015,0,0,0,0,0,0,0,0,1,1,3.5675001,730,Unknown,,Economics,SouthAfrica,,,ForeignCountry,1,1,1987
1747,2015,0,0,0,0,0,0,0,0,1,1,3.4023809,740,Investments,NIRMAUNIVERSITY,Engineering,India,,,ForeignCountry,1,1,1985
1748,2015,0,0,0,0,0,0,0,0,1,1,3.3375001,680,Others,JAMESMADISONUNIVERSITY,OtherBusiness,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,0,0,1987
1749,2015,0,0,0,0,0,0,0,0,1,1,3.2474999,650,Unknown,BABSONCOLLEGE,Finance,USA,BachelorofScience,BlackNon-hispanic,NewYork,1,0,1988
1750,2015,0,0,0,0,0,0,0,0,1,1,3.7390244,760,Client_oriented,OSMANIAUNIVERSITY,Engineering,India,BachelorofEngineering/ExecProgram,AsianorPacificIslander,NewJersey,0,1,1988
1751,2015,0,0,0,0,0,0,0,0,1,1,3.1224999,740,Client_oriented,COOKCOLLEGE,Economics,USA,BachelorofScience,BlackNon-hispanic,NewYork,1,0,1981
1752,2015,1,1,0,0,0,0,0,0,0,0,3.6300001,720,Investments,,Finance,Peop.Rep.China,BachelorofScience,,,0,1,1987
1753,2015,0,1,1,0,0,0,0,0,0,0,3.5799999,730,Others,ATENEODEMANILAUNIVERSITY,Management,USA,BachelorofScience,AsianorPacificIslander,NewYork,0,0,1987
1754,2015,0,0,0,0,0,0,0,0,1,1,3.3238096,730,Client_oriented,UNIVERSITYCALIFORNIASANDIEGO,BiologicalSciences,USA,BachelorofScience,WhiteNon-hispanic,Arizona,0,0,1986
1755,2015,0,0,0,0,0,0,0,0,1,1,3.4575,710,Others,WESLEYANUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1756,2015,0,0,0,0,0,0,0,0,1,1,3.2380953,750,Unknown,HOFSTRAUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,AsianorPacificIslander,NewYork,1,0,1984
1757,2015,0,0,0,0,0,0,0,0,1,1,3.4775,720,Others,UNIVERSITYMICHIGAN,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1758,2015,0,0,0,0,0,0,0,0,1,1,3.4738095,700,Investments,INDIANAUNIVERSITYNORTHWEST,Finance,USA,BachelorofScience,WhiteNon-hispanic,Indiana,1,0,1976
1759,2015,0,0,0,0,0,0,0,0,1,1,3.0725,740,Unknown,UniversidadTorcuatoDiTella,Management,Argentina,BachelorofArts,WhiteNon-hispanic,NewYork,1,1,1981
1760,2015,0,0,0,0,0,0,0,0,1,1,3.1700001,760,Investments,CORNELLUNIVERSITY,Engineering,USA,BachelorofScience,AsianorPacificIslander,NewYork,1,0,1984
1761,2015,0,0,0,0,0,0,0,0,1,1,3.1380951,670,Client_oriented,UNIVERSITYCALIFORNIASANTABARBARA,Economics,USA,BachelorofArts,WhiteNon-hispanic,California,1,0,1985
1762,2015,0,0,0,0,0,0,0,0,1,1,3.3025,680,Others,JOHNSHOPKINSUNIVERSITY,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1988
1763,2015,0,0,0,0,0,0,0,0,1,1,3.2634149,0,Unknown,NORTHWESTERNUNIVERSITY,Other,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1983
1764,2015,0,0,0,0,0,0,0,0,1,1,3.6424999,730,Others,COLLEGEWILLIAM&MARYINVA,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1986
1765,2015,0,0,0,0,0,0,0,0,1,1,3.8475001,750,Others,,OtherBusiness,USA,,WhiteNon-hispanic,Washington,1,0,1988
1766,2015,0,0,0,0,0,0,0,0,1,1,3.3463414,700,Unknown,UNIVERSITYPENNSYLVANIA,Engineering,USA,,,NewJersey,0,0,1984
1767,2015,0,0,0,0,0,0,0,0,1,1,3.55,720,Investments,UNIVERSITYVIRGINIA,OtherBusiness,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1987
1768,2015,0,0,0,0,0,0,0,0,1,1,3.4675,700,Client_oriented,INTERDISCIPLINARYCENTER,Finance,Israel,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,1,1984
1769,2015,0,0,0,0,0,0,0,0,1,1,3.5574999,750,Others,UNIVERSITYCALIFORNIASANDIEGO,Economics,USA,BachelorofScience,,NewYork,1,0,1984
1770,2015,0,1,0,0,0,0,0,0,0,1,3.575,700,Others,WASHINGTONUNIVERSITY,Finance,USA,BachelorofScience,BlackNon-hispanic,Texas,0,0,1986
1771,2015,0,0,0,0,0,0,0,0,1,1,3.75,730,Investments,,Economics,Peop.Rep.China,BachelorofScience,AsianorPacificIslander,NewYork,0,1,1988
1772,2015,0,1,0,0,0,0,0,0,0,0,3.5609756,700,Client_oriented,WASHINGTONUNIVERSITY,Marketing,USA,,WhiteNon-hispanic,NewYork,0,0,1987
1773,2015,0,0,0,0,0,0,0,0,1,1,3.4324999,740,Others,UNIVERSITYCALIFORNIASANDIEGO,Engineering,USA,BachelorofScience,AsianorPacificIslander,California,1,0,1982
1774,2015,0,0,0,0,0,0,0,0,1,1,3.1774194,730,Client_oriented,SUNYCENTERSTONYBROOK,Economics,USA,BachelorofArts,BlackNon-hispanic,Massachusetts,1,0,1987
1775,2015,0,0,0,0,0,0,0,0,1,1,3.3625,730,Unknown,MUHLENBERGCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1776,2015,0,1,0,0,0,0,0,0,0,1,3.197619,620,Others,VIRGINIAPOLYTECHNICINSTSTATEUNIVERSITY,Engineering,USA,BachelorofScience,BlackNon-hispanic,Illinois,1,0,1982
1777,2015,0,0,0,0,0,0,0,0,1,1,3.6199999,710,Others,HAMILTONCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,Massachusetts,1,0,1983
1778,2015,0,0,0,0,0,0,0,0,1,1,3.2731707,690,Client_oriented,UNIVERSITYMICHIGAN,Engineering,USA,BachelorofScience,BlackNon-hispanic,Maryland,1,0,1986
1779,2015,0,0,0,0,0,0,0,0,1,1,3.8125,770,Unknown,PRINCETONUNIVERSITY,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1780,2015,0,0,0,0,0,0,0,0,1,1,3.5474999,630,Others,BABSONCOLLEGE,Management,USA,BachelorofBusinessAdministration,,Florida,0,0,1986
1781,2015,0,0,0,0,0,0,0,0,1,1,3.2650001,650,Others,TOWSONSTATEUNIVERSITY,OtherBusiness,USA,BachelorofScience,BlackNon-hispanic,Maryland,1,0,1986
1782,2015,0,0,0,0,0,0,0,0,1,1,3.7547619,730,Client_oriented,UNIVERSITYVIRGINIA,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1783,2015,0,0,0,0,0,0,0,0,1,1,3.5125,750,Others,HILLSDALECOLLEGE,History,USA,BachelorofArts,AsianorPacificIslander,DistrictofColumbia,0,0,1985
1784,2015,0,0,0,0,0,0,0,0,1,1,3.5999999,0,Others,,Economics,Australia,BachelorofArts,,ForeignCountry,1,1,1984
1785,2015,0,0,0,0,0,0,0,0,1,1,2.8975,710,Others,EWHAWOMEN'SUNIV,Other,USA,BachelorofScience,AsianorPacificIslander,Washington,0,0,1982
1786,2015,0,0,0,0,0,0,0,0,1,1,3.4375,660,Production,HARVARDUNIVINSTINTRNT'LDEV,Economics,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1988
1787,2015,0,0,0,0,0,0,0,0,1,1,3.6099999,750,Client_oriented,NORTHWESTERNUNIVERSITY,CommunicationAndJournalism,USA,BachelorofScience,AsianorPacificIslander,ForeignCountry,1,0,1982
1788,2015,0,1,0,0,1,0,0,1,0,0,3.4649999,720,Investments,UPONTCOMILLAS,Engineering,Spain,,WhiteNon-hispanic,NewYork,1,1,1985
